timestamp,target_time,y_target,El1_kA_filt_lag1,El1_kA_filt_lag2,El1_kA_filt_lag3,El1_kA_filt_lag4,El1_kA_filt_lag5,El1_pos_m_filt_lag1,El1_pos_m_filt_lag2,El1_pos_m_filt_lag3,El1_pos_m_filt_lag4,El1_pos_m_filt_lag5,El2_kA_filt_lag1,El2_kA_filt_lag2,El2_kA_filt_lag3,El2_kA_filt_lag4,El2_kA_filt_lag5,El2_pos_m_filt_lag1,El2_pos_m_filt_lag2,El2_pos_m_filt_lag3,El2_pos_m_filt_lag4,El2_pos_m_filt_lag5,El3_kA_filt_lag1,El3_kA_filt_lag2,El3_kA_filt_lag3,El3_kA_filt_lag4,El3_kA_filt_lag5,El3_pos_m_filt_lag1,El3_pos_m_filt_lag2,El3_pos_m_filt_lag3,El3_pos_m_filt_lag4,El3_pos_m_filt_lag5,RMS_V_transformer_filt_lag1,RMS_V_transformer_filt_lag2,RMS_V_transformer_filt_lag3,RMS_V_transformer_filt_lag4,RMS_V_transformer_filt_lag5,Tap_A_filt_lag1,Tap_A_filt_lag2,Tap_A_filt_lag3,Tap_A_filt_lag4,Tap_A_filt_lag5,Tap_B_filt_lag1,Tap_B_filt_lag2,Tap_B_filt_lag3,Tap_B_filt_lag4,Tap_B_filt_lag5,Tap_C_filt_lag1,Tap_C_filt_lag2,Tap_C_filt_lag3,Tap_C_filt_lag4,Tap_C_filt_lag5,UL1N_V_lag1,UL1N_V_lag2,UL1N_V_lag3,UL1N_V_lag4,UL1N_V_lag5,UL2N_V_lag1,UL2N_V_lag2,UL2N_V_lag3,UL2N_V_lag4,UL2N_V_lag5,UL3N_V_lag1,UL3N_V_lag2,UL3N_V_lag3,UL3N_V_lag4,UL3N_V_lag5,y_raw_lag1,y_raw_lag2,y_raw_lag3,y_raw_lag4,y_raw_lag5
2022-07-07 00:49:04+00:00,2022-07-07 00:49:17+00:00,1.1079665017250566,119.39608275095378,119.38116739057548,119.32400881614691,119.22328196212906,119.08026860730996,1.0527788518943946,1.0527876617172391,1.052793493715787,1.0527963119371355,1.052796499051323,120.81794243700026,120.99636895404808,121.13592934013283,121.23007682118195,121.27543148492492,0.9397298870088768,0.9402363629751536,0.9406152120459752,0.9408767547223396,0.94103600680015,117.67399998770983,117.6388830543756,117.58106860571696,117.49882633542992,117.39275913995188,0.4056787236542528,0.4066403161382419,0.4076976704872958,0.4088263485671815,0.4099942872875647,165.31559652879562,165.26868689759425,165.2314805466165,165.20926902334918,165.206098184111,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,164.715271,164.7922211,164.8691711,164.9461212,165.0230713,169.4716034,169.4430237,168.2264862,167.0099335,165.8365173,162.0883942,162.289093,162.4897919,162.6904907,162.8911896,1.1072345,1.1061178,1.1055344,1.1055735,1.1062727
2022-07-07 00:49:05+00:00,2022-07-07 00:49:18+00:00,1.1058717817305843,119.37264082889196,119.39608275095378,119.38116739057548,119.32400881614691,119.22328196212906,1.052767515838419,1.0527788518943946,1.0527876617172391,1.052793493715787,1.0527963119371355,120.60991934317396,120.81794243700026,120.99636895404808,121.13592934013283,121.23007682118195,0.9390914049167312,0.9397298870088768,0.9402363629751536,0.9406152120459752,0.9408767547223396,117.69015258900538,117.67399998770983,117.6388830543756,117.58106860571696,117.49882633542992,0.4048301532210716,0.4056787236542528,0.4066403161382419,0.4076976704872958,0.4088263485671815,165.36633492729806,165.31559652879562,165.26868689759425,165.2314805466165,165.20926902334918,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,165.4579315,164.715271,164.7922211,164.8691711,164.9461212,169.4646759,169.4716034,169.4430237,168.2264862,167.0099335,161.8876953,162.0883942,162.289093,162.4897919,162.6904907,1.1087526,1.1072345,1.1061178,1.1055344,1.1055735
2022-07-07 00:49:06+00:00,2022-07-07 00:49:19+00:00,1.1038888144856442,119.31709822233049,119.37264082889196,119.39608275095378,119.38116739057548,119.32400881614691,1.052754475367777,1.052767515838419,1.0527788518943946,1.0527876617172391,1.052793493715787,120.38366914250176,120.60991934317396,120.81794243700026,120.99636895404808,121.13592934013283,0.9383231507133756,0.9390914049167312,0.9397298870088768,0.9402363629751536,0.9406152120459752,117.69264341625308,117.69015258900538,117.67399998770983,117.6388830543756,117.58106860571696,0.4041049274520815,0.4048301532210716,0.4056787236542528,0.4066403161382419,0.4076976704872958,165.41511387824093,165.36633492729806,165.31559652879562,165.26868689759425,165.2314805466165,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,166.2207489,165.4579315,164.715271,164.7922211,164.8691711,169.4577637,169.4646759,169.4716034,169.4430237,168.2264862,161.6869965,161.8876953,162.0883942,162.289093,162.4897919,1.1105103,1.1087526,1.1072345,1.1061178,1.1055344
2022-07-07 00:49:07+00:00,2022-07-07 00:49:20+00:00,1.1020933109683089,119.23772982253983,119.31709822233049,119.37264082889196,119.39608275095378,119.38116739057548,1.052740836235264,1.052754475367777,1.052767515838419,1.0527788518943946,1.0527876617172391,120.15189911696896,120.38366914250176,120.60991934317396,120.81794243700026,120.99636895404808,0.9374339085481496,0.9383231507133756,0.9390914049167312,0.9397298870088768,0.9402363629751536,117.6878202265631,117.69264341625308,117.69015258900538,117.67399998770983,117.6388830543756,0.4035066890911357,0.4041049274520815,0.4048301532210716,0.4056787236542528,0.4066403161382419,165.45682527107374,165.41511387824093,165.36633492729806,165.31559652879562,165.26868689759425,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,166.1889801,166.2207489,165.4579315,164.715271,164.7922211,169.4508362,169.4577637,169.4646759,169.4716034,169.4430237,161.4862823,161.6869965,161.8876953,162.0883942,162.289093,1.1123306,1.1105103,1.1087526,1.1072345,1.1061178
2022-07-07 00:49:08+00:00,2022-07-07 00:49:21+00:00,1.1005392974456123,119.14431880463866,119.23772982253983,119.31709822233049,119.37264082889196,119.39608275095378,1.0527278659806445,1.052740836235264,1.052754475367777,1.052767515838419,1.0527788518943946,119.92779338141368,120.15189911696896,120.38366914250176,120.60991934317396,120.81794243700026,0.9364381529665666,0.9374339085481496,0.9383231507133756,0.9390914049167312,0.9397298870088768,117.68247820416089,117.6878202265631,117.69264341625308,117.69015258900538,117.67399998770983,0.4030328926351452,0.4035066890911357,0.4041049274520815,0.4048301532210716,0.4056787236542528,165.487497047074,165.45682527107374,165.41511387824093,165.36633492729806,165.31559652879562,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,166.1368256,166.1889801,166.2207489,165.4579315,164.715271,169.443924,169.4508362,169.4577637,169.4646759,169.4716034,161.2855835,161.4862823,161.6869965,161.8876953,162.0883942,1.1140364,1.1123306,1.1105103,1.1087526,1.1072345
2022-07-07 00:49:09+00:00,2022-07-07 00:49:22+00:00,1.0992580516492645,119.04751582532316,119.14431880463866,119.23772982253983,119.31709822233049,119.37264082889196,1.052716845508984,1.0527278659806445,1.052740836235264,1.052754475367777,1.052767515838419,119.72410493673851,119.92779338141368,120.15189911696896,120.38366914250176,120.60991934317396,0.9353544796911109,0.9364381529665666,0.9374339085481496,0.9383231507133756,0.9390914049167312,117.68322505250448,117.68247820416089,117.6878202265631,117.69264341625308,117.69015258900538,0.4026756459373659,0.4030328926351452,0.4035066890911357,0.4041049274520815,0.4048301532210716,165.50457474615726,165.487497047074,165.45682527107374,165.41511387824093,165.36633492729806,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,166.0846863,166.1368256,166.1889801,166.2207489,165.4579315,169.4369965,169.443924,169.4508362,169.4577637,169.4646759,161.0848846,161.2855835,161.4862823,161.6869965,161.8876953,1.1154679,1.1140364,1.1123306,1.1105103,1.1087526
2022-07-07 00:49:10+00:00,2022-07-07 00:49:23+00:00,1.0982579225964166,118.95810937914972,119.04751582532316,119.14431880463866,119.23772982253983,119.31709822233049,1.0527089097417224,1.052716845508984,1.0527278659806445,1.052740836235264,1.052754475367777,119.55226803238398,119.72410493673851,119.92779338141368,120.15189911696896,120.38366914250176,0.9342035781733968,0.9353544796911109,0.9364381529665666,0.9374339085481496,0.9383231507133756,117.69586705497316,117.68322505250448,117.68247820416089,117.6878202265631,117.69264341625308,0.4024228959367191,0.4026756459373659,0.4030328926351452,0.4035066890911357,0.4041049274520815,165.50701994322475,165.50457474615726,165.487497047074,165.45682527107374,165.41511387824093,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,166.032547,166.0846863,166.1368256,166.1889801,166.2207489,169.4300842,169.4369965,169.443924,169.4508362,169.4577637,160.8841858,161.0848846,161.2855835,161.4862823,161.6869965,1.1164938,1.1154679,1.1140364,1.1123306,1.1105103
2022-07-07 00:49:11+00:00,2022-07-07 00:49:24+00:00,1.0975248340745736,118.88625631977207,118.95810937914972,119.04751582532316,119.14431880463866,119.23772982253983,1.0527048992898522,1.0527089097417224,1.052716845508984,1.0527278659806445,1.052740836235264,119.4216086190545,119.55226803238398,119.72410493673851,119.92779338141368,120.15189911696896,0.933006105651034,0.9342035781733968,0.9353544796911109,0.9364381529665666,0.9374339085481496,117.724882228527,117.69586705497316,117.68322505250448,117.68247820416089,117.6878202265631,0.4022598595297296,0.4024228959367191,0.4026756459373659,0.4030328926351452,0.4035066890911357,165.49524156231118,165.50701994322475,165.50457474615726,165.487497047074,165.45682527107374,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,165.9803925,166.032547,166.0846863,166.1368256,166.1889801,169.423172,169.4300842,169.4369965,169.443924,169.4508362,160.6834869,160.8841858,161.0848846,161.2855835,161.4862823,1.1170231,1.1164938,1.1154679,1.1140364,1.1123306
2022-07-07 00:49:12+00:00,2022-07-07 00:49:25+00:00,1.097023587416366,118.84072598808842,118.88625631977207,118.95810937914972,119.04751582532316,119.14431880463866,1.0527052499122649,1.0527048992898522,1.0527089097417224,1.052716845508984,1.0527278659806445,119.33873266566904,119.4216086190545,119.55226803238398,119.72410493673851,119.92779338141368,0.9317808122839646,0.933006105651034,0.9342035781733968,0.9353544796911109,0.9364381529665666,117.77303632424426,117.724882228527,117.69586705497316,117.68322505250448,117.68247820416089,0.4021705499443252,0.4022598595297296,0.4024228959367191,0.4026756459373659,0.4030328926351452,165.47089333124305,165.49524156231118,165.50701994322475,165.50457474615726,165.487497047074,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,165.9282532,165.9803925,166.032547,166.0846863,166.1368256,169.4162445,169.423172,169.4300842,169.4369965,169.443924,160.7906342,160.6834869,160.8841858,161.0848846,161.2855835,1.1170092,1.1170231,1.1164938,1.1154679,1.1140364
2022-07-07 00:49:13+00:00,2022-07-07 00:49:26+00:00,1.0967002056135136,118.82821934361684,118.84072598808842,118.88625631977207,118.95810937914972,119.04751582532316,1.0527099437943683,1.0527052499122649,1.0527048992898522,1.0527089097417224,1.052716845508984,119.30716588484724,119.33873266566904,119.4216086190545,119.55226803238398,119.72410493673851,0.9305431450969482,0.9317808122839646,0.933006105651034,0.9342035781733968,0.9353544796911109,117.8411775514361,117.77303632424426,117.724882228527,117.69586705497316,117.68322505250448,0.4021392351233679,0.4021705499443252,0.4022598595297296,0.4024228959367191,0.4026756459373659,165.43657905641444,165.47089333124305,165.49524156231118,165.50701994322475,165.50457474615726,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,165.8760986,165.9282532,165.9803925,166.032547,166.0846863,169.2312775,169.4162445,169.423172,169.4300842,169.4369965,160.9060059,160.7906342,160.6834869,160.8841858,161.0848846,1.1164515,1.1170092,1.1170231,1.1164938,1.1154679
2022-07-07 00:49:14+00:00,2022-07-07 00:49:27+00:00,1.096485492105684,118.85283230959676,118.82821934361684,118.84072598808842,118.88625631977207,118.95810937914972,1.052718532619055,1.0527099437943683,1.0527052499122649,1.0527048992898522,1.0527089097417224,119.32729953751766,119.30716588484724,119.33873266566904,119.4216086190545,119.55226803238398,0.9293044031254232,0.9305431450969482,0.9317808122839646,0.933006105651034,0.9342035781733968,117.92822653419604,117.8411775514361,117.77303632424426,117.724882228527,117.69586705497316,0.402151677826159,0.4021392351233679,0.4021705499443252,0.4022598595297296,0.4024228959367191,165.39550831151033,165.43657905641444,165.47089333124305,165.49524156231118,165.50701994322475,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,13.000000000002691,165.8239594,165.8760986,165.9282532,165.9803925,166.032547,169.0426636,169.2312775,169.4162445,169.423172,169.4300842,161.0213623,160.9060059,160.7906342,160.6834869,160.8841858,1.1153917,1.1164515,1.1170092,1.1170231,1.1164938
