timestamp,El1_kA_filt_lag1,El1_kA_filt_lag2,El1_kA_filt_lag3,El1_kA_filt_lag4,El1_kA_filt_lag5,El1_kA_filt_lag6,El1_kA_filt_lag7,El1_kA_filt_lag8,El1_kA_filt_lag9,El1_kA_filt_lag10,El1_kA_filt,El2_kA_filt_lag1,El2_kA_filt_lag2,El2_kA_filt_lag3,El2_kA_filt_lag4,El2_kA_filt_lag5,El2_kA_filt_lag6,El2_kA_filt_lag7,El2_kA_filt_lag8,El2_kA_filt_lag9,El2_kA_filt_lag10,El2_kA_filt,El3_kA_filt_lag1,El3_kA_filt_lag2,El3_kA_filt_lag3,El3_kA_filt_lag4,El3_kA_filt_lag5,El3_kA_filt_lag6,El3_kA_filt_lag7,El3_kA_filt_lag8,El3_kA_filt_lag9,El3_kA_filt_lag10,El3_kA_filt,El1_Resistance_mOhm_filt_lag1,El1_Resistance_mOhm_filt_lag2,El1_Resistance_mOhm_filt_lag3,El1_Resistance_mOhm_filt_lag4,El1_Resistance_mOhm_filt_lag5,El1_Resistance_mOhm_filt_lag6,El1_Resistance_mOhm_filt_lag7,El1_Resistance_mOhm_filt_lag8,El1_Resistance_mOhm_filt_lag9,El1_Resistance_mOhm_filt_lag10,El1_Resistance_mOhm_filt,El2_Resistance_mOhm_filt_lag1,El2_Resistance_mOhm_filt_lag2,El2_Resistance_mOhm_filt_lag3,El2_Resistance_mOhm_filt_lag4,El2_Resistance_mOhm_filt_lag5,El2_Resistance_mOhm_filt_lag6,El2_Resistance_mOhm_filt_lag7,El2_Resistance_mOhm_filt_lag8,El2_Resistance_mOhm_filt_lag9,El2_Resistance_mOhm_filt_lag10,El2_Resistance_mOhm_filt,El3_Resistance_mOhm_filt_lag1,El3_Resistance_mOhm_filt_lag2,El3_Resistance_mOhm_filt_lag3,El3_Resistance_mOhm_filt_lag4,El3_Resistance_mOhm_filt_lag5,El3_Resistance_mOhm_filt_lag6,El3_Resistance_mOhm_filt_lag7,El3_Resistance_mOhm_filt_lag8,El3_Resistance_mOhm_filt_lag9,El3_Resistance_mOhm_filt_lag10,El3_Resistance_mOhm_filt
2026-04-06,129.37761581829668,129.32757614067012,129.75841758136465,129.6520310842361,129.16328847338377,129.35880020601888,129.33601132075682,129.6415990655397,130.3107865830453,130.128072766177,129.03211128309334,126.86237658599441,126.69943486213326,126.44319761903961,126.28360434518422,126.07685314200572,126.33611942405354,126.44943860312442,126.43397824894406,126.6237330767532,126.15130658167116,126.45957578979042,119.08231052759454,119.2794077047897,119.20093505406244,119.05535372030462,118.94362710687041,118.7902696744829,118.79390692141928,118.89439622518658,118.65251500772953,118.07931722643488,119.26479529878536,0.8583692022026912,0.8550671637751408,0.8520528997217148,0.854759415208758,0.8615658152804222,0.8574054893572639,0.8567712856931339,0.8514327674145487,0.8386726182852443,0.8448180957339795,0.8703242504327658,1.1171053012739787,1.1174214380175673,1.1286702350985869,1.1339870279103301,1.1344256135830464,1.1337929565503115,1.1350566237940343,1.1373933893124746,1.142749490578066,1.1604593473963296,1.1188587837811372,1.15078564892411,1.150274764760593,1.1447198059270098,1.1456380992179966,1.1562098535227103,1.1600574938521708,1.1580460070768683,1.1536562931436096,1.156559161825944,1.1667110739959177,1.152275841773206
