t_s,y_pred_mOhm,u_cmd,e,r
374.0,1.020046555090837,0.9742803869655405,-4.5603808492611364e-05,1.02
375.0,1.0200456038084926,0.9742893174707702,-4.4671964153364385e-05,1.02
376.0,1.0200446719641534,0.974298065494733,-4.375916063326102e-05,1.02
377.0,1.0200437591606333,0.9743066347661556,-4.2865008862413845e-05,1.02
378.0,1.0200428650088624,0.9743150289375739,-4.198912772057639e-05,1.02
379.0,1.0200419891277206,0.9743232515868896,-4.113114387505057e-05,1.02
380.0,1.020041131143875,0.9743313062188955,-4.0290691622146824e-05,1.02
381.0,1.0200402906916222,0.9743391962667693,-3.94674127301986e-05,1.02
382.0,1.0200394674127302,0.974346925093537,-3.8660956288572024e-05,1.02
383.0,1.0200386609562886,0.9743544959935064,-3.7870978555565316e-05,1.02
384.0,1.0200378709785556,0.9743619121936709,-3.70971428134137e-05,1.02
385.0,1.0200370971428134,0.9743691768550851,-3.633911922551469e-05,1.02
386.0,1.0200363391192255,0.9743762930742126,-3.559658469476368e-05,1.02
387.0,1.0200355965846948,0.9743832638842455,-3.486922272588622e-05,1.02
388.0,1.020034869222726,0.9743900922563968,-3.415672329021291e-05,1.02
389.0,1.0200341567232902,0.9743967811011678,-3.345878269511715e-05,1.02
390.0,1.0200334587826951,0.9744033332695877,-3.277510345234269e-05,1.02
391.0,1.0200327751034524,0.9744097515544297,-3.210539415321456e-05,1.02
392.0,1.0200321053941532,0.9744160386914005,-3.144936934340592e-05,1.02
393.0,1.0200314493693434,0.9744221973603071,-3.0806749400813516e-05,1.02
394.0,1.0200308067494008,0.9744282301861987,-3.0177260417652008e-05,1.02
395.0,1.0200301772604177,0.9744341397404856,-2.9560634082548276e-05,1.02
396.0,1.0200295606340826,0.9744399285420352,-2.8956607567298676e-05,1.02
397.0,1.0200289566075673,0.9744455990582456,-2.836492341340424e-05,1.02
398.0,1.0200283649234134,0.9744511537060975,-2.778532942349088e-05,1.02
399.0,1.0200277853294235,0.9744565948531841,-2.7217578553839772e-05,1.02
400.0,1.0200272175785539,0.974461924818721,-2.666142880758393e-05,1.02
401.0,1.0200266614288076,0.9744671458745332,-2.6116643134566075e-05,1.02
402.0,1.0200261166431346,0.9744722602460255,-2.558298932608949e-05,1.02
403.0,1.020025582989326,0.974477270113129,-2.5060239920549066e-05,1.02
404.0,1.0200250602399206,0.974482177611232,-2.454817210240101e-05,1.02
405.0,1.0200245481721024,0.9744869848320888,-2.404656761023638e-05,1.02
406.0,1.0200240465676103,0.9744916938247125,-2.3555212641301893e-05,1.02
407.0,1.0200235552126413,0.974496306596247,-2.3073897762682094e-05,1.02
408.0,1.0200230738977627,0.9745008251128238,-2.2602417819816978e-05,1.02
409.0,1.0200226024178198,0.9745052513003991,-2.2140571851236857e-05,1.02
410.0,1.0200221405718513,0.9745095870455757,-2.1688163001298832e-05,1.02
411.0,1.0200216881630013,0.9745138341964059,-2.1244998437142115e-05,1.02
412.0,1.0200212449984372,0.9745179945631806,-2.081088926564334e-05,1.02
413.0,1.0200208108892657,0.9745220699191994,-2.0385650453702553e-05,1.02
414.0,1.0200203856504537,0.9745260620015278,-1.996910074897329e-05,1.02
415.0,1.020019969100749,0.9745299725117367,-1.9561062602369006e-05,1.02
416.0,1.0200195610626024,0.9745338031166279,-1.916136209345609e-05,1.02
417.0,1.0200191613620935,0.9745375554489448,-1.8769828855624837e-05,1.02
418.0,1.0200187698288556,0.9745412311080683,-1.8386296002814717e-05,1.02
419.0,1.0200183862960028,0.9745448316606984,-1.8010600059570336e-05,1.02
420.0,1.0200180106000596,0.9745483586415217,-1.7642580890653292e-05,1.02
421.0,1.0200176425808907,0.974551813553866,-1.7282081632208346e-05,1.02
422.0,1.0200172820816322,0.9745551978703408,-1.6928948627148444e-05,1.02
423.0,1.0200169289486272,0.9745585130334653,-1.658303135698702e-05,1.02
424.0,1.020016583031357,0.9745617604562826,-1.6244182378999383e-05,1.02
425.0,1.020016244182379,0.9745649415229629,-1.5912257263384078e-05,1.02
426.0,1.0200159122572634,0.9745680575893925,-1.558711453175654e-05,1.02
427.0,1.0200155871145318,0.9745711099837525,-1.526861559697501e-05,1.02
428.0,1.020015268615597,0.9745741000070849,-1.4956624702300303e-05,1.02
429.0,1.0200149566247023,0.9745770289338463,-1.4651008865884663e-05,1.02
430.0,1.020014651008866,0.9745798980124523,-1.4351637823928343e-05,1.02
431.0,1.020014351637824,0.9745827084658086,-1.4058383972948008e-05,1.02
432.0,1.020014058383973,0.974585461491833,-1.3771122317596252e-05,1.02
433.0,1.0200137711223176,0.9745881582639654,-1.3489730416038626e-05,1.02
434.0,1.020013489730416,0.9745907999316683,-1.3214088329549512e-05,1.02
435.0,1.0200132140883296,0.974593387620917,-1.2944078568999373e-05,1.02
436.0,1.020012944078569,0.9745959224346786,-1.2679586046671076e-05,1.02
437.0,1.0200126795860467,0.9745984054533835,-1.2420498026077809e-05,1.02
438.0,1.020012420498026,0.9746008377353846,-1.2166704074445533e-05,1.02
439.0,1.0200121667040745,0.9746032203174092,-1.1918096015195445e-05,1.02
440.0,1.0200119180960152,0.9746055542150004,-1.1674567882868914e-05,1.02
441.0,1.0200116745678829,0.9746078404229506,-1.1436015877164252e-05,1.02
442.0,1.0200114360158772,0.9746100799157248,-1.120233831786166e-05,1.02
443.0,1.0200112023383179,0.9746122736478765,-1.0973435603300885e-05,1.02
444.0,1.0200109734356033,0.9746144225544543,-1.0749210166860479e-05,1.02
445.0,1.0200107492101669,0.9746165275514004,-1.0529566435879545e-05,1.02
446.0,1.020010529566436,0.9746185895359414,-1.0314410790135398e-05,1.02
447.0,1.0200103144107902,0.9746206093869703,-1.0103651521875534e-05,1.02
448.0,1.020010103651522,0.974622587965421,-9.897198798292095e-06,1.02
449.0,1.0200098971987983,0.9746245261146359,-9.694964621331792e-06,1.02
450.0,1.0200096949646213,0.9746264246607247,-9.496862791280591e-06,1.02
451.0,1.0200094968627913,0.9746282844129169,-9.3028088703484e-06,1.02
452.0,1.0200093028088704,0.9746301061639069,-9.11272014625375e-06,1.02
453.0,1.0200091127201463,0.9746318906901913,-8.926515595364393e-06,1.02
454.0,1.0200089265155954,0.9746336387524003,-8.744115850944922e-06,1.02
455.0,1.020008744115851,0.9746353510956216,-8.565443167185549e-06,1.02
456.0,1.0200085654431672,0.9746370284497182,-8.39042138744972e-06,1.02
457.0,1.0200083904213875,0.9746386715296398,-8.218975910745385e-06,1.02
458.0,1.0200082189759108,0.9746402810357266,-8.05103366152693e-06,1.02
459.0,1.0200080510336615,0.9746418576540091,-7.886523056166439e-06,1.02
460.0,1.0200078865230562,0.9746434020564994,-7.72537397453199e-06,1.02
461.0,1.0200077253739745,0.9746449149014779,-7.567517728457318e-06,1.02
462.0,1.0200075675177285,0.9746463968337744,-7.412887034208282e-06,1.02
463.0,1.0200074128870342,0.9746478484850424,-7.2614159827288915e-06,1.02
464.0,1.0200072614159827,0.9746492704740287,-7.113040011663685e-06,1.02
465.0,1.0200071130400117,0.9746506634068368,-6.967695877380109e-06,1.02
466.0,1.0200069676958774,0.9746520278771854,-6.8253216289893e-06,1.02
467.0,1.020006825321629,0.9746533644666615,-6.685856581256644e-06,1.02
468.0,1.0200066858565813,0.9746546737449682,-6.5492412892886875e-06,1.02
469.0,1.0200065492412893,0.9746559562701677,-6.415417522553923e-06,1.02
470.0,1.0200064154175226,0.9746572125889189,-6.284328241124015e-06,1.02
471.0,1.0200062843282411,0.9746584432367108,-6.155917569028446e-06,1.02
472.0,1.020006155917569,0.9746596487380902,-6.030130773382325e-06,1.02
473.0,1.0200060301307734,0.9746608296068858,-5.906914239739436e-06,1.02
474.0,1.0200059069142398,0.9746619863464271,-5.786215447667331e-06,1.02
475.0,1.0200057862154477,0.9746631194497583,-5.667982951651496e-06,1.02
476.0,1.0200056679829517,0.9746642293998494,-5.552166356448396e-06,1.02
477.0,1.0200055521663565,0.9746653166698017,-5.4387162966573754e-06,1.02
478.0,1.0200054387162967,0.9746663817230491,-5.327584416070508e-06,1.02
479.0,1.020005327584416,0.9746674250135562,-5.218723345912224e-06,1.02
480.0,1.020005218723346,0.9746684469860113,-5.112086685965522e-06,1.02
481.0,1.020005112086686,0.9746694480760165,-5.007628984143864e-06,1.02
482.0,1.0200050076289842,0.974670428710273,-4.905305716285113e-06,1.02
483.0,1.0200049053057163,0.9746713893067627,-4.805073268610016e-06,1.02
484.0,1.0200048050732686,0.9746723302749268,-4.706888917960228e-06,1.02
485.0,1.020004706888918,0.9746732520158403,-4.61071081470088e-06,1.02
486.0,1.0200046107108147,0.9746741549223826,-4.516497964734967e-06,1.02
487.0,1.0200045164979648,0.9746750393794056,-4.424210210851598e-06,1.02
488.0,1.0200044242102109,0.974675905763897,-4.333808216294699e-06,1.02
489.0,1.0200043338082163,0.9746767544451412,-4.245253448553754e-06,1.02
490.0,1.0200042452534486,0.9746775857848774,-4.158508162710461e-06,1.02
491.0,1.0200041585081627,0.9746784001374528,-4.073535384563343e-06,1.02
492.0,1.0200040735353846,0.974679197849974,-3.990298896194844e-06,1.02
493.0,1.0200039902988962,0.9746799792624556,-3.908763218651856e-06,1.02
494.0,1.0200039087632187,0.9746807447079638,-3.828893597956906e-06,1.02
495.0,1.020003828893598,0.9746814945127592,-3.7506559913413895e-06,1.02
496.0,1.0200037506559914,0.9746822289964362,-3.674017050814271e-06,1.02
497.0,1.0200036740170508,0.9746829484720582,-3.598944110505542e-06,1.02
498.0,1.0200035989441105,0.9746836532462922,-3.5254051715671864e-06,1.02
499.0,1.0200035254051716,0.9746843436195388,-3.4533688888505054e-06,1.02
500.0,1.0200034533688889,0.97468501988606,-3.382804557583441e-06,1.02
501.0,1.0200033828045576,0.9746856823341054,-3.3136821013801665e-06,1.02
502.0,1.0200033136821014,0.9746863312460344,-3.24597205692001e-06,1.02
503.0,1.020003245972057,0.9746869668984369,-3.1796455639554466e-06,1.02
504.0,1.020003179645564,0.9746875895622511,-3.1146743513232877e-06,1.02
505.0,1.0200031146743513,0.9746881995028788,-3.0510307267306302e-06,1.02
506.0,1.0200030510307267,0.9746887969802992,-2.9886875623219566e-06,1.02
507.0,1.0200029886875623,0.9746893822491788,-2.9276182860193956e-06,1.02
508.0,1.020002927618286,0.9746899555589807,-2.867796867311867e-06,1.02
509.0,1.0200028677968673,0.9746905171540704,-2.8091978081512536e-06,1.02
510.0,1.0200028091978082,0.9746910672738203,-2.751796130961992e-06,1.02
511.0,1.020002751796131,0.974691606152711,-2.695567369981333e-06,1.02
512.0,1.02000269556737,0.9746921340204328,-2.6404875577146214e-06,1.02
513.0,1.0200026404875577,0.9746926511019818,-2.5865332178298672e-06,1.02
514.0,1.0200025865332178,0.9746931576177573,-2.5336813527232493e-06,1.02
515.0,1.0200025336813527,0.9746936537836548,-2.4819094350814197e-06,1.02
516.0,1.020002481909435,0.9746941398111583,-2.4311953978894962e-06,1.02
517.0,1.020002431195398,0.9746946159074303,-2.3815176244390557e-06,1.02
518.0,1.0200023815176245,0.9746950822754005,-2.332854940778617e-06,1.02
519.0,1.0200023328549408,0.9746955391138519,-2.285186604611411e-06,1.02
520.0,1.0200022851866046,0.9746959866175056,-2.238492298411998e-06,1.02
521.0,1.0200022384922984,0.974696424977104,-2.1927521192122157e-06,1.02
522.0,1.0200021927521192,0.9746968543794919,-2.147946570607573e-06,1.02
523.0,1.0200021479465706,0.9746972750076963,-2.104056555207734e-06,1.02
524.0,1.0200021040565552,0.9746976870410042,-2.0610633655326893e-06,1.02
525.0,1.0200020610633656,0.9746980906550394,-2.0189486762411946e-06,1.02
526.0,1.0200020189486763,0.9746984860218367,-1.9776945361371645e-06,1.02
527.0,1.0200019776945362,0.9746988733099159,-1.9372833612862905e-06,1.02
528.0,1.0200019372833613,0.9746992526843532,-1.8976979276885686e-06,1.02
529.0,1.0200018976979277,0.974699624306852,-1.8589213621744705e-06,1.02
530.0,1.0200018589213622,0.9746999883358114,-1.8209371370758731e-06,1.02
531.0,1.020001820937137,0.9747003449263938,-1.7837290615663193e-06,1.02
532.0,1.0200017837290616,0.974700694230591,-1.7472812763319467e-06,1.02
533.0,1.0200017472812763,0.9747010363972892,-1.7115782455778827e-06,1.02
534.0,1.0200017115782456,0.9747013715723323,-1.676604751921218e-06,1.02
535.0,1.020001676604752,0.9747016998985839,-1.6423458886194453e-06,1.02
536.0,1.0200016423458886,0.974702021515989,-1.6087870524650327e-06,1.02
537.0,1.0200016087870525,0.9747023365616322,-1.5759139402327094e-06,1.02
538.0,1.0200015759139403,0.9747026451697979,-1.5437125402417706e-06,1.02
539.0,1.0200015437125403,0.9747029474720259,-1.5121691265829185e-06,1.02
540.0,1.0200015121691266,0.9747032435971685,-1.4812702544553247e-06,1.02
541.0,1.0200014812702545,0.9747035336714449,-1.451002753949382e-06,1.02
542.0,1.020001451002754,0.9747038178184956,-1.4213537236074103e-06,1.02
543.0,1.0200014213537236,0.9747040961594342,-1.392310525982765e-06,1.02
544.0,1.020001392310526,0.9747043688128998,-1.3638607820887216e-06,1.02
545.0,1.020001363860782,0.9747046358951075,-1.3359923651812267e-06,1.02
546.0,1.0200013359923652,0.9747048975198971,-1.3086933965400505e-06,1.02
547.0,1.0200013086933966,0.9747051537987826,-1.2819522408058504e-06,1.02
548.0,1.0200012819522408,0.9747054048409997,-1.2557574999849663e-06,1.02
549.0,1.0200012557575,0.9747056507535515,-1.2300980092305736e-06,1.02
550.0,1.0200012300980092,0.9747058916412552,-1.2049628310695226e-06,1.02
551.0,1.020001204962831,0.9747061276067858,-1.1803412516275813e-06,1.02
552.0,1.0200011803412516,0.9747063587507202,-1.156222776410587e-06,1.02
553.0,1.0200011562227764,0.9747065851715805,-1.1325971258635548e-06,1.02
554.0,1.0200011325971259,0.9747068069658756,-1.1094542295975174e-06,1.02
555.0,1.0200011094542296,0.9747070242281423,-1.086784223280901e-06,1.02
556.0,1.0200010867842233,0.9747072370509856,-1.0645774435324995e-06,1.02
557.0,1.0200010645774436,0.9747074455251183,-1.0428244257010277e-06,1.02
558.0,1.0200010428244257,0.9747076497393999,-1.0215158974258287e-06,1.02
559.0,1.0200010215158974,0.9747078497808738,-1.0006427761943826e-06,1.02
560.0,1.0200010006427762,0.9747080457348049,-9.80196165789593e-07,1.02
561.0,1.0200009801961658,0.9747082376847159,-9.601673505166275e-07,1.02
562.0,1.0200009601673505,0.974708425712423,-9.405477936486051e-07,1.02
563.0,1.0200009405477937,0.9747086098980703,-9.213291325416151e-07,1.02
564.0,1.0200009213291326,0.9747087903201646,-9.02503175304048e-07,1.02
565.0,1.0200009025031753,0.9747089670556082,-8.840618981320603e-07,1.02
566.0,1.0200008840618981,0.9747091401797323,-8.659974399805037e-07,1.02
567.0,1.02000086599744,0.9747093097663286,-8.483021021188364e-07,1.02
568.0,1.0200008483021021,0.9747094758876814,-8.309683410256952e-07,1.02
569.0,1.020000830968341,0.9747096386145974,-8.139887694991188e-07,1.02
570.0,1.0200008139887695,0.974709798016437,-7.97356149329076e-07,1.02
571.0,1.0200007973561493,0.9747099541611428,-7.810633917415544e-07,1.02
572.0,1.0200007810633918,0.9747101071152696,-7.651035516254012e-07,1.02
573.0,1.0200007651035516,0.9747102569440119,-7.494698262000554e-07,1.02
574.0,1.0200007494698262,0.9747104037112321,-7.341555523510124e-07,1.02
575.0,1.0200007341555524,0.9747105474794878,-7.191542021889319e-07,1.02
576.0,1.0200007191542022,0.9747106883100582,-7.044593823835044e-07,1.02
577.0,1.0200007044593824,0.9747108262629708,-6.900648281682464e-07,1.02
578.0,1.0200006900648282,0.9747109613970255,-6.75964404450724e-07,1.02
579.0,1.0200006759644045,0.9747110937698217,-6.621521015937049e-07,1.02
580.0,1.0200006621521016,0.9747112234377814,-6.486220318624447e-07,1.02
581.0,1.0200006486220319,0.9747113504561737,-6.353684287585537e-07,1.02
582.0,1.0200006353684288,0.9747114748791389,-6.223856432452379e-07,1.02
583.0,1.0200006223856433,0.9747115967597104,-6.096681410827642e-07,1.02
584.0,1.020000609668141,0.9747117161498382,-5.972105017182372e-07,1.02
585.0,1.0200005972105017,0.9747118331004107,-5.850074156210638e-07,1.02
586.0,1.0200005850074156,0.9747119476612766,-5.730536805081954e-07,1.02
587.0,1.0200005730536805,0.9747120598812656,-5.613442017882164e-07,1.02
588.0,1.0200005613442018,0.9747121698082102,-5.498739881204529e-07,1.02
589.0,1.0200005498739881,0.974712277488965,-5.386381509708826e-07,1.02
590.0,1.020000538638151,0.9747123829694277,-5.276319008373775e-07,1.02
591.0,1.0200005276319009,0.9747124862945579,-5.168505468056139e-07,1.02
592.0,1.0200005168505468,0.9747125875083964,-5.062894932184037e-07,1.02
593.0,1.0200005062894932,0.9747126866540843,-4.959442390095603e-07,1.02
594.0,1.020000495944239,0.9747127837738813,-4.858103745952747e-07,1.02
595.0,1.0200004858103746,0.9747128789091833,-4.758835800977579e-07,1.02
596.0,1.0200004758835801,0.9747129721005405,-4.6615962467910776e-07,1.02
597.0,1.0200004661596247,0.9747130633876744,-4.5663436321063955e-07,1.02
598.0,1.0200004566343632,0.9747131528094947,-4.47303735162663e-07,1.02
599.0,1.0200004473037352,0.9747132404041161,-4.3816376482652686e-07,1.02
600.0,1.0200004381637648,0.974713326208875,-4.29210555763504e-07,1.02
601.0,1.0200004292105558,0.9747134102603443,-4.204402921370587e-07,1.02
602.0,1.0200004204402922,0.97471349259435,-4.118492351601333e-07,1.02
603.0,1.0200004118492352,0.9747135732459857,-4.034337235392371e-07,1.02
604.0,1.0200004034337236,0.9747136522496281,-3.9519016992173306e-07,1.02
605.0,1.02000039519017,0.9747137296389514,-3.8711506089583736e-07,1.02
606.0,1.020000387115061,0.9747138054469419,-3.792049545481291e-07,1.02
607.0,1.0200003792049546,0.9747138797059115,-3.7145647957537165e-07,1.02
608.0,1.0200003714564796,0.9747139524475124,-3.63866332397933e-07,1.02
609.0,1.0200003638663324,0.9747140237027494,-3.5643127827000853e-07,1.02
610.0,1.0200003564312783,0.9747140935019942,-3.491481481709968e-07,1.02
611.0,1.0200003491481482,0.9747141618749978,-3.420138374732318e-07,1.02
612.0,1.0200003420138375,0.9747142288509031,-3.3502530594198277e-07,1.02
613.0,1.020000335025306,0.974714294458258,-3.281795744047855e-07,1.02
614.0,1.0200003281795744,0.9747143587250265,-3.214737249734867e-07,1.02
615.0,1.020000321473725,0.9747144216786017,-3.149048994899317e-07,1.02
616.0,1.0200003149048995,0.9747144833458165,-3.084702977496079e-07,1.02
617.0,1.0200003084702978,0.9747145437529556,-3.0216717727959974e-07,1.02
618.0,1.0200003021671773,0.9747146029257671,-2.959928515622323e-07,1.02
619.0,1.0200002959928516,0.9747146608894722,-2.8994468848075883e-07,1.02
620.0,1.0200002899446885,0.9747147176687773,-2.840201105414053e-07,1.02
621.0,1.0200002840201106,0.9747147732878838,-2.782165922088353e-07,1.02
622.0,1.0200002782165922,0.9747148277704986,-2.7253165990615e-07,1.02
623.0,1.02000027253166,0.9747148811398441,-2.6696289068262047e-07,1.02
624.0,1.0200002669628907,0.9747149334186683,-2.615079106593754e-07,1.02
625.0,1.0200002615079107,0.9747149846292545,-2.5616439502940125e-07,1.02
626.0,1.020000256164395,0.9747150347934305,-2.509300660591407e-07,1.02
627.0,1.020000250930066,0.9747150839325779,-2.4580269220031425e-07,1.02
628.0,1.0200002458026922,0.9747151320676415,-2.4078008875605406e-07,1.02
629.0,1.0200002407800888,0.9747151792191385,-2.358601143281902e-07,1.02
630.0,1.0200002358601143,0.9747152254071665,-2.310406725936076e-07,1.02
631.0,1.0200002310406726,0.9747152706514127,-2.263197087515323e-07,1.02
632.0,1.0200002263197088,0.9747153149711617,-2.216952104117098e-07,1.02
633.0,1.0200002216952104,0.9747153583853041,-2.1716520670622685e-07,1.02
634.0,1.0200002171652067,0.9747154009123448,-2.127277665131544e-07,1.02
635.0,1.0200002127277665,0.97471544257041,-2.0838099890063688e-07,1.02
636.0,1.020000208380999,0.9747154833772563,-2.0412305068440162e-07,1.02
637.0,1.0200002041230507,0.9747155233502768,-1.9995210731593716e-07,1.02
638.0,1.0200001999521073,0.9747155625065095,-1.9586638999591344e-07,1.02
639.0,1.02000019586639,0.974715600862644,-1.9186415878280627e-07,1.02
640.0,1.0200001918641588,0.9747156384350295,-1.879437070417822e-07,1.02
641.0,1.020000187943707,0.9747156752396806,-1.8410336388718918e-07,1.02
642.0,1.020000184103364,0.9747157112922847,-1.8034149218415507e-07,1.02
643.0,1.0200001803414922,0.9747157466082088,-1.7665648854858773e-07,1.02
644.0,1.0200001766564886,0.9747157812025058,-1.730467822369519e-07,1.02
645.0,1.0200001730467823,0.974715815089921,-1.695108349242247e-07,1.02
646.0,1.020000169510835,0.9747158482848985,-1.6604713959367245e-07,1.02
647.0,1.0200001660471396,0.9747158808015873,-1.6265421898253862e-07,1.02
648.0,1.020000162654219,0.974715912653847,-1.5933062802453435e-07,1.02
649.0,1.020000159330628,0.9747159438552545,-1.560749494089464e-07,1.02
650.0,1.0200001560749494,0.9747159744191087,-1.528857958010832e-07,1.02
651.0,1.0200001528857958,0.9747160043584372,-1.4976180762182878e-07,1.02
652.0,1.0200001497618076,0.974716033686001,-1.4670165326968743e-07,1.02
653.0,1.0200001467016533,0.9747160624143008,-1.437040282326052e-07,1.02
654.0,1.0200001437040283,0.9747160905555814,-1.4076765531001456e-07,1.02
655.0,1.0200001407676553,0.9747161181218379,-1.3789128283647756e-07,1.02
656.0,1.0200001378912829,0.97471614512482,-1.3507368445964119e-07,1.02
657.0,1.0200001350736845,0.9747161715760372,-1.3231365980637122e-07,1.02
658.0,1.0200001323136598,0.9747161974867643,-1.2961003204026156e-07,1.02
659.0,1.020000129610032,0.9747162228680452,-1.2696164874981264e-07,1.02
660.0,1.0200001269616488,0.9747162477306983,-1.2436738106025302e-07,1.02
661.0,1.020000124367381,0.974716272085321,-1.2182612274536098e-07,1.02
662.0,1.0200001218261228,0.9747162959422938,-1.1933679133768749e-07,1.02
663.0,1.0200001193367914,0.9747163193117858,-1.1689832568606562e-07,1.02
664.0,1.0200001168983257,0.9747163422037578,-1.1450968639969972e-07,1.02
665.0,1.0200001145096864,0.9747163646279672,-1.121698554040762e-07,1.02
666.0,1.0200001121698554,0.9747163865939721,-1.0987783527482975e-07,1.02
667.0,1.0200001098778353,0.9747164081111351,-1.076326494597879e-07,1.02
668.0,1.0200001076326495,0.9747164291886279,-1.0543334028056961e-07,1.02
669.0,1.0200001054333403,0.9747164498354342,-1.032789709309867e-07,1.02
670.0,1.020000103278971,0.9747164700603544,-1.0116862236841939e-07,1.02
671.0,1.0200001011686224,0.9747164898720092,-9.910139575630694e-08,1.02
672.0,1.0200000991013958,0.9747165092788431,-9.70764097996124e-08,1.02
673.0,1.0200000970764098,0.9747165282891279,-9.509280163300105e-08,1.02
674.0,1.0200000950928017,0.9747165469109665,-9.314972504448349e-08,1.02
675.0,1.020000093149725,0.9747165651522962,-9.124635180768337e-08,1.02
676.0,1.0200000912463518,0.9747165830208919,-8.938187168183731e-08,1.02
677.0,1.0200000893818717,0.9747166005243703,-8.755548930317048e-08,1.02
678.0,1.0200000875554893,0.9747166176701917,-8.57664264053426e-08,1.02
679.0,1.0200000857664264,0.9747166344656644,-8.401392026513577e-08,1.02
680.0,1.0200000840139203,0.9747166509179472,-8.229722392449901e-08,1.02
681.0,1.020000082297224,0.9747166670340528,-8.061560552441449e-08,1.02
682.0,1.0200000806156055,0.9747166828208502,-7.896834852694212e-08,1.02
683.0,1.0200000789683485,0.9747166982850686,-7.735475038295192e-08,1.02
684.0,1.0200000773547504,0.974716713433299,-7.577412386439164e-08,1.02
685.0,1.0200000757741239,0.9747167282719984,-7.422579462179613e-08,1.02
686.0,1.0200000742257946,0.9747167428074914,-7.270910362677796e-08,1.02
687.0,1.0200000727091036,0.9747167570459739,-7.122340384135839e-08,1.02
688.0,1.0200000712234039,0.9747167709935147,-6.976806243841338e-08,1.02
689.0,1.0200000697680625,0.9747167846560589,-6.834245835918296e-08,1.02
690.0,1.0200000683424584,0.9747167980394298,-6.694598453371725e-08,1.02
691.0,1.0200000669459846,0.9747168111493318,-6.557804521634125e-08,1.02
692.0,1.0200000655780452,0.9747168239913531,-6.423805798405624e-08,1.02
693.0,1.020000064238058,0.9747168365709673,-6.292545107200453e-08,1.02
694.0,1.020000062925451,0.9747168488935362,-6.163966559391554e-08,1.02
695.0,1.0200000616396656,0.9747168609643122,-6.038015309961509e-08,1.02
696.0,1.0200000603801531,0.9747168727884403,-5.9146376463203865e-08,1.02
697.0,1.0200000591463765,0.9747168843709604,-5.7937810549191227e-08,1.02
698.0,1.0200000579378106,0.9747168957168093,-5.675393954795993e-08,1.02
699.0,1.0200000567539396,0.974716906830823,-5.559425919621219e-08,1.02
700.0,1.0200000555942592,0.9747169177177388,-5.445827522265745e-08,1.02
701.0,1.0200000544582752,0.974716928382197,-5.334550312596775e-08,1.02
702.0,1.0200000533455031,0.9747169388287432,-5.2255469062956195e-08,1.02
703.0,1.020000052255469,0.9747169490618302,-5.118770807222006e-08,1.02
704.0,1.020000051187708,0.9747169590858196,-5.014176518436386e-08,1.02
705.0,1.0200000501417652,0.974716968904984,-4.911719453382091e-08,1.02
706.0,1.0200000491171946,0.9747169785235089,-4.811356002498712e-08,1.02
707.0,1.02000004811356,0.974716987945494,-4.71304328897304e-08,1.02
708.0,1.020000047130433,0.9747169971749552,-4.6167394573970455e-08,1.02
709.0,1.0200000461673946,0.9747170062158264,-4.5224033851098966e-08,1.02
710.0,1.0200000452240339,0.974717015071961,-4.4299949486514834e-08,1.02
711.0,1.0200000442999495,0.974717023747134,-4.3394747351044316e-08,1.02
712.0,1.0200000433947474,0.974717032245043,-4.2508041975253263e-08,1.02
713.0,1.020000042508042,0.9747170405693104,-4.1639454995134884e-08,1.02
714.0,1.020000041639455,0.9747170487234841,-4.078861604028816e-08,1.02
715.0,1.020000040788616,0.9747170567110395,-3.995516273391786e-08,1.02
716.0,1.0200000399551628,0.9747170645353813,-3.913873936056689e-08,1.02
717.0,1.0200000391387394,0.9747170721998445,-3.833899908656235e-08,1.02
718.0,1.020000038338999,0.9747170797076963,-3.755559996321267e-08,1.02
719.0,1.0200000375556,0.9747170870621364,-3.678820870156585e-08,1.02
720.0,1.0200000367882087,0.9747170942662999,-3.6036497785829624e-08,1.02
721.0,1.0200000360364978,0.9747171013232573,-3.530014702768369e-08,1.02
722.0,1.020000035300147,0.9747171082360165,-3.4578842234012086e-08,1.02
723.0,1.0200000345788423,0.974717115007524,-3.387227587303698e-08,1.02
724.0,1.020000033872276,0.9747171216406659,-3.318014751840792e-08,1.02
725.0,1.0200000331801475,0.9747171281382697,-3.250216185080035e-08,1.02
726.0,1.0200000325021619,0.974717134503105,-3.1838029768138654e-08,1.02
727.0,1.0200000318380298,0.9747171407378846,-3.118746838559616e-08,1.02
728.0,1.0200000311874684,0.974717146845266,-3.055019992537211e-08,1.02
729.0,1.0200000305502,0.9747171528278523,-2.992595327100389e-08,1.02
730.0,1.0200000299259533,0.9747171586881936,-2.9314461968965588e-08,1.02
731.0,1.020000029314462,0.9747171644287878,-2.8715465338891022e-08,1.02
732.0,1.0200000287154654,0.9747171700520816,-2.8128708917662948e-08,1.02
733.0,1.020000028128709,0.9747171755604721,-2.75539417948778e-08,1.02
734.0,1.0200000275539418,0.9747171809563071,-2.699091905533635e-08,1.02
735.0,1.020000026990919,0.9747171862418863,-2.6439400668820667e-08,1.02
736.0,1.0200000264394007,0.9747171914194628,-2.589915149009414e-08,1.02
737.0,1.0200000258991515,0.9747171964912433,-2.5369942147079882e-08,1.02
738.0,1.0200000253699422,0.9747172014593899,-2.4851545932236263e-08,1.02
739.0,1.020000024851546,0.9747172063260198,-2.4343742577315197e-08,1.02
