timestamp,target_time,El1_Resistance_mOhm_filt,El1_dpos_mps_filt_lag1,El1_dpos_mps_filt_lag2,El1_dpos_mps_filt_lag3,El1_kA_filt_lag1,El1_kA_filt_lag2,RMS_V_transformer_filt_lag1,y_filt_lag1,y_filt_lag2
2022-07-07 02:21:14+00:00,2022-07-07 02:21:14+00:00,1.451169400589184,-0.0011658879057415,-0.0011261604205421,-0.0010932655330868,108.99716246067833,109.21277108585994,168.86567924697275,1.4464094029418848,1.4411325904714032
2022-07-07 02:21:15+00:00,2022-07-07 02:21:15+00:00,1.4553594302733457,-0.0012096635054557,-0.0011658879057415,-0.0011261604205421,108.79794679255448,108.99716246067833,168.9171669483464,1.451169400589184,1.4464094029418848
2022-07-07 02:21:16+00:00,2022-07-07 02:21:16+00:00,1.458891720677276,-0.0012544406133106,-0.0012096635054557,-0.0011658879057415,108.62015079715889,108.79794679255448,168.94623700848865,1.4553594302733457,1.451169400589184
2022-07-07 02:21:17+00:00,2022-07-07 02:21:17+00:00,1.461702752494371,-0.0012970400888929,-0.0012544406133106,-0.0012096635054557,108.46707536869452,108.62015079715889,168.95092585830855,1.458891720677276,1.4553594302733457
2022-07-07 02:21:18+00:00,2022-07-07 02:21:18+00:00,1.4638084761403491,-0.001334189945787,-0.0012970400888929,-0.0012544406133106,108.34001425959433,108.46707536869452,168.93121997647705,1.461702752494371,1.458891720677276
2022-07-07 02:21:19+00:00,2022-07-07 02:21:19+00:00,1.4652622915205924,-0.0013625580590081,-0.001334189945787,-0.0012970400888929,108.23811355676752,108.34001425959433,168.8891305293803,1.4638084761403491,1.461702752494371
2022-07-07 02:21:20+00:00,2022-07-07 02:21:20+00:00,1.4661358214714637,-0.001378863905652,-0.0013625580590081,-0.001334189945787,108.15842005125512,108.23811355676752,168.828584848678,1.4652622915205924,1.4638084761403491
2022-07-07 02:21:21+00:00,2022-07-07 02:21:21+00:00,1.466546737115337,-0.0013800888649555,-0.001378863905652,-0.0013625580590081,108.09615397941567,108.15842005125512,168.75515089108106,1.4661358214714637,1.4652622915205924
2022-07-07 02:21:22+00:00,2022-07-07 02:21:22+00:00,1.466636299277632,-0.0013637259660269,-0.0013800888649555,-0.001378863905652,108.04520758219932,108.09615397941567,168.67561637425143,1.466546737115337,1.4661358214714637
2022-07-07 02:21:23+00:00,2022-07-07 02:21:23+00:00,1.4665520835449124,-0.0013279850381867,-0.0013637259660269,-0.0013800888649555,107.99883059252925,108.04520758219932,168.59744570459964,1.466636299277632,1.466546737115337
2022-07-07 02:21:24+00:00,2022-07-07 02:21:24+00:00,1.4664736252590824,-0.0012719170219891,-0.0013279850381867,-0.0013637259660269,107.95043170224896,107.99883059252925,168.52814408065663,1.4665520835449124,1.466636299277632
2022-07-07 02:21:25+00:00,2022-07-07 02:21:25+00:00,1.4665962035893032,-0.0011954924426513,-0.0012719170219891,-0.0013279850381867,107.89440842085044,107.95043170224896,168.47457250692707,1.4664736252590824,1.4665520835449124
2022-07-07 02:21:26+00:00,2022-07-07 02:21:26+00:00,1.4670887928272198,-0.0010996934541028,-0.0011954924426513,-0.0012719170219891,107.82691404780796,107.89440842085044,168.44227511368848,1.4665962035893032,1.4664736252590824
2022-07-07 02:21:27+00:00,2022-07-07 02:21:27+00:00,1.4680728929956408,-0.0009866350969703,-0.0010996934541028,-0.0011954924426513,107.74647526913176,107.82691404780796,168.43489245404703,1.4670887928272198,1.4665962035893032
2022-07-07 02:21:28+00:00,2022-07-07 02:21:28+00:00,1.4695721931114574,-0.0008596583985493,-0.0009866350969703,-0.0010996934541028,107.6543855254774,107.74647526913176,168.45373392531582,1.4680728929956408,1.4670887928272198
2022-07-07 02:21:29+00:00,2022-07-07 02:21:29+00:00,1.4714463842760217,-0.0007232955887045,-0.0008596583985493,-0.0009866350969703,107.55481601651331,107.6543855254774,168.4975672744459,1.4695721931114574,1.4680728929956408
2022-07-07 02:21:30+00:00,2022-07-07 02:21:30+00:00,1.473391852122535,-0.0005830340697877,-0.0007232955887045,-0.0008596583985493,107.45460930691914,107.55481601651331,168.56265765905096,1.4714463842760217,1.4695721931114574
2022-07-07 02:21:31+00:00,2022-07-07 02:21:31+00:00,1.4750307425999742,-0.0004448859880151,-0.0005830340697877,-0.0007232955887045,107.3627564303434,107.45460930691914,168.64305939315548,1.473391852122535,1.4714463842760217
2022-07-07 02:21:32+00:00,2022-07-07 02:21:32+00:00,1.4760296973602105,-0.0003148458555377,-0.0004448859880151,-0.0005830340697877,107.2896062667589,107.3627564303434,168.73113478084397,1.4750307425999742,1.473391852122535
2022-07-07 02:21:33+00:00,2022-07-07 02:21:33+00:00,1.4761259007107814,-0.0001983441470544,-0.0003148458555377,-0.0004448859880151,107.24589878062322,107.2896062667589,168.81824877528155,1.4760296973602105,1.4750307425999742
2022-07-07 02:21:34+00:00,2022-07-07 02:21:34+00:00,1.475068252142917,-9.978393597232272e-05,-0.0001983441470544,-0.0003148458555377,107.24173145135052,107.24589878062322,168.89556790491503,1.4761259007107814,1.4760296973602105
2022-07-07 02:21:35+00:00,2022-07-07 02:21:35+00:00,1.4726331920927258,-2.221045831524365e-05,-9.978393597232272e-05,-0.0001983441470544,107.28555871861128,107.24173145135052,168.95487978606465,1.475068252142917,1.4761259007107814
2022-07-07 02:21:36+00:00,2022-07-07 02:21:36+00:00,1.468703478516845,3.2868886791900414e-05,-2.221045831524365e-05,-9.978393597232272e-05,107.38330443159872,107.28555871861128,168.98934786567185,1.4726331920927258,1.475068252142917
2022-07-07 02:21:37+00:00,2022-07-07 02:21:37+00:00,1.463268944555927,6.551846698529334e-05,3.2868886791900414e-05,-2.221045831524365e-05,107.53765167422016,107.38330443159872,168.9941252385839,1.468703478516845,1.4726331920927258
2022-07-07 02:21:38+00:00,2022-07-07 02:21:38+00:00,1.4563639098772294,7.727882963450446e-05,6.551846698529334e-05,3.2868886791900414e-05,107.74756198225688,107.53765167422016,168.96676963349174,1.463268944555927,1.468703478516845
2022-07-07 02:21:39+00:00,2022-07-07 02:21:39+00:00,1.4480589372580224,7.096262377982791e-05,7.727882963450446e-05,6.551846698529334e-05,108.0080634088636,107.74756198225688,168.90742564358706,1.4563639098772294,1.463268944555927
2022-07-07 02:21:40+00:00,2022-07-07 02:21:40+00:00,1.4385261859230418,5.036237835372039e-05,7.096262377982791e-05,7.727882963450446e-05,108.31033854396554,108.0080634088636,168.81876617387977,1.4480589372580224,1.4563639098772294
2022-07-07 02:21:41+00:00,2022-07-07 02:21:41+00:00,1.428090709334107,1.988924887567235e-05,5.036237835372039e-05,7.096262377982791e-05,108.64213988423616,108.31033854396554,168.70570893444335,1.4385261859230418,1.4480589372580224
2022-07-07 02:21:42+00:00,2022-07-07 02:21:42+00:00,1.417226077416449,-1.583330895660029e-05,1.988924887567235e-05,5.036237835372039e-05,108.98854860346772,108.64213988423616,168.57494214691908,1.428090709334107,1.4385261859230418
2022-07-07 02:21:43+00:00,2022-07-07 02:21:43+00:00,1.4065478766854067,-5.238372804684345e-05,-1.583330895660029e-05,1.988924887567235e-05,109.33306209859934,108.98854860346772,168.43430495333922,1.417226077416449,1.428090709334107
2022-07-07 02:21:44+00:00,2022-07-07 02:21:44+00:00,1.396810190626918,-8.59142733085232e-05,-5.238372804684345e-05,-1.583330895660029e-05,109.65894905761536,109.33306209859934,168.29207389115393,1.4065478766854067,1.417226077416449
2022-07-07 02:21:45+00:00,2022-07-07 02:21:45+00:00,1.388806189243119,-0.0001134313347651,-8.59142733085232e-05,-5.238372804684345e-05,109.9507604621342,109.65894905761536,168.15621113709,1.396810190626918,1.4065478766854067
2022-07-07 02:21:46+00:00,2022-07-07 02:21:46+00:00,1.3831673062272436,-0.0001329524965847,-0.0001134313347651,-8.59142733085232e-05,110.19583852195557,109.9507604621342,168.03363668446133,1.388806189243119,1.396810190626918
2022-07-07 02:21:47+00:00,2022-07-07 02:21:47+00:00,1.380198998506085,-0.0001435355189907,-0.0001329524965847,-0.0001134313347651,110.3856279124476,110.19583852195557,167.9295951393085,1.3831673062272436,1.388806189243119
2022-07-07 02:21:48+00:00,2022-07-07 02:21:48+00:00,1.3798102773195189,-0.0001451984473608,-0.0001435355189907,-0.0001329524965847,110.51657753499951,110.3856279124476,167.8471930018126,1.380198998506085,1.3831673062272436
2022-07-07 02:21:49+00:00,2022-07-07 02:21:49+00:00,1.3815116461482602,-0.0001387624624441,-0.0001451984473608,-0.0001435355189907,110.59044594167446,110.51657753499951,167.78717628323673,1.3798102773195189,1.380198998506085
2022-07-07 02:21:50+00:00,2022-07-07 02:21:50+00:00,1.3845279556705898,-0.0001256480383583,-0.0001387624624441,-0.0001451984473608,110.61390220197676,110.59044594167446,167.74799588152172,1.3815116461482602,1.3798102773195189
2022-07-07 02:21:51+00:00,2022-07-07 02:21:51+00:00,1.3880142683923418,-0.000107648777087,-0.0001256480383583,-0.0001387624624441,110.59743699326602,110.61390220197676,167.7261693425606,1.3845279556705898,1.3815116461482602
2022-07-07 02:21:52+00:00,2022-07-07 02:21:52+00:00,1.3912302826162115,-8.670484972864394e-05,-0.000107648777087,-0.0001256480383583,110.55373110774774,110.59743699326602,167.71689834336854,1.3880142683923418,1.3845279556705898
2022-07-07 02:21:53+00:00,2022-07-07 02:21:53+00:00,1.3936339210317883,-6.469805511893844e-05,-8.670484972864394e-05,-0.000107648777087,110.49572668576576,110.55373110774774,167.7148535683709,1.3912302826162115,1.3880142683923418
2022-07-07 02:21:54+00:00,2022-07-07 02:21:54+00:00,1.394948581572773,-4.3287110686156334e-05,-6.469805511893844e-05,-8.670484972864394e-05,110.43468450699191,110.49572668576576,167.71500749177142,1.3936339210317883,1.3912302826162115
2022-07-07 02:21:55+00:00,2022-07-07 02:21:55+00:00,1.395169201550296,-2.3794236321762963e-05,-4.3287110686156334e-05,-6.469805511893844e-05,110.37849051578692,110.43468450699191,167.7133906356411,1.394948581572773,1.3936339210317883
2022-07-07 02:21:56+00:00,2022-07-07 02:21:56+00:00,1.394495504901542,-7.145860199554879e-06,-2.3794236321762963e-05,-4.3287110686156334e-05,110.33041459917553,110.37849051578692,167.70766821380525,1.395169201550296,1.394948581572773
2022-07-07 02:21:57+00:00,2022-07-07 02:21:57+00:00,1.3932743805200247,6.136330081765122e-06,-7.145860199554879e-06,-2.3794236321762963e-05,110.28844796514755,110.33041459917553,167.69747425828274,1.394495504901542,1.395169201550296
2022-07-07 02:21:58+00:00,2022-07-07 02:21:58+00:00,1.3919896778547682,1.590233570071535e-05,6.136330081765122e-06,-7.145860199554879e-06,110.2452761280718,110.28844796514755,167.6844876553087,1.3932743805200247,1.394495504901542
2022-07-07 02:21:59+00:00,2022-07-07 02:21:59+00:00,1.3912614452877252,2.2309824265269967e-05,1.590233570071535e-05,6.136330081765122e-06,110.188894599965,110.2452761280718,167.67227537358494,1.3919896778547682,1.3932743805200247
2022-07-07 02:22:00+00:00,2022-07-07 02:22:00+00:00,1.3918372214913308,2.5741218767413225e-05,2.2309824265269967e-05,1.590233570071535e-05,110.10383398558348,110.188894599965,167.66595151362583,1.3912614452877252,1.3919896778547682
2022-07-07 02:22:01+00:00,2022-07-07 02:22:01+00:00,1.3945671253483731,2.671370249275912e-05,2.5741218767413225e-05,2.2309824265269967e-05,109.97291040410666,110.10383398558348,167.67170410762543,1.3918372214913308,1.3912614452877252
2022-07-07 02:22:02+00:00,2022-07-07 02:22:02+00:00,1.400298823951429,2.579266438238681e-05,2.671370249275912e-05,2.5741218767413225e-05,109.7793487122035,109.97291040410666,167.69623286821246,1.3945671253483731,1.3918372214913308
2022-07-07 02:22:03+00:00,2022-07-07 02:22:03+00:00,1.4096773930661357,2.351714420144092e-05,2.579266438238681e-05,2.671370249275912e-05,109.50905140481098,109.7793487122035,167.7461336078427,1.400298823951429,1.3945671253483731
